Employee ID,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Role,Job Satisfaction,Marital Status, Monthly Income ,Experience,Over Time,WorkLifeBalance,Performance Rating
1563,38,No,Travel_Frequently,Human Resources,10,Masters,Human Resources,3,Male,High,Human Resources,3,Married," $6,077 ",3,No,3,3
1564,35,No,Travel_Rarely,Research & Development,1,Graduate,Medical,4,Male,Medium,Laboratory Technician,1,Single," $2,450 ",1,No,3,3
1568,30,No,Travel_Rarely,Sales,29,Masters,Technical Degree,3,Male,High,Sales Executive,2,Married," $9,250 ",3,No,3,3
1569,35,Yes,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,1,Female,High,Laboratory Technician,1,Divorced," $2,074 ",1,Yes,3,3
1572,53,Yes,Travel_Rarely,Research & Development,2,Doctorate,Technical Degree,3,Female,Medium,Manufacturing Director,4,Married," $10,169 ",0,No,3,3
1573,38,Yes,Travel_Rarely,Research & Development,2,Graduate,Medical,3,Male,High,Manufacturing Director,2,Married," $4,855 ",4,No,3,3
1574,32,No,Non-Travel,Research & Development,1,Masters,Technical Degree,4,Male,High,Research Scientist,1,Married," $4,087 ",4,No,2,3
1576,48,No,Travel_Rarely,Research & Development,15,Masters,Medical,3,Female,High,Research Scientist,1,Married," $2,367 ",8,No,2,3
1577,34,No,Travel_Rarely,Research & Development,7,Masters,Medical,1,Male,High,Research Scientist,4,Single," $2,972 ",1,No,1,3
1578,55,No,Travel_Rarely,Sales,26,Doctorate,Marketing,3,Male,Medium,Manager,4,Married," $19,586 ",1,No,3,4
1580,34,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,2,Male,High,Research Scientist,4,Married," $5,484 ",9,No,2,3
1581,26,No,Travel_Rarely,Research & Development,3,Graduate,Life Sciences,1,Female,High,Research Scientist,4,Married," $2,061 ",1,No,3,4
1582,38,No,Travel_Rarely,Sales,14,Graduate,Life Sciences,3,Male,High,Sales Executive,2,Married," $9,924 ",0,No,3,3
1583,38,No,Travel_Rarely,Sales,16,Graduate,Life Sciences,2,Female,High,Sales Executive,2,Single," $4,198 ",2,No,4,3
1585,36,No,Travel_Rarely,Sales,1,Masters,Life Sciences,2,Female,High,Sales Executive,3,Single," $6,815 ",6,No,3,3
1586,29,No,Travel_Rarely,Research & Development,3,SSC,Medical,2,Male,High,Laboratory Technician,1,Single," $4,723 ",1,Yes,3,3
1587,35,No,Travel_Rarely,Research & Development,10,Masters,Medical,1,Female,High,Healthcare Representative,3,Single," $6,142 ",3,Yes,3,3
1588,39,No,Travel_Rarely,Sales,6,Graduate,Medical,4,Male,Very High,Sales Executive,3,Married," $8,237 ",2,No,3,3
1590,29,No,Travel_Frequently,Research & Development,2,SSC,Life Sciences,1,Male,High,Healthcare Representative,4,Divorced," $8,853 ",1,No,4,3
1591,50,No,Travel_Rarely,Sales,9,Graduate,Marketing,3,Male,High,Manager,3,Married," $19,331 ",4,Yes,3,3
1592,23,No,Travel_Rarely,Research & Development,10,Graduate,Technical Degree,4,Male,Very High,Research Scientist,3,Married," $2,073 ",2,No,3,3
1594,36,No,Travel_Frequently,Research & Development,6,Masters,Life Sciences,1,Male,Very High,Laboratory Technician,1,Married," $5,562 ",3,Yes,3,3
1595,42,No,Travel_Rarely,Research & Development,9,Intermediate,Medical,4,Male,Medium,Manager,4,Single," $19,613 ",8,No,3,4
1596,35,No,Travel_Rarely,Research & Development,28,Graduate,Life Sciences,2,Male,Very High,Laboratory Technician,3,Married," $3,407 ",1,No,2,3
1597,34,No,Travel_Frequently,Research & Development,10,Masters,Technical Degree,4,Male,Medium,Healthcare Representative,3,Married," $5,063 ",1,No,2,3
1598,40,No,Travel_Rarely,Sales,14,Intermediate,Life Sciences,4,Female,High,Sales Executive,1,Married," $4,639 ",1,No,3,3
1599,43,No,Travel_Rarely,Research & Development,27,Graduate,Technical Degree,4,Male,Very High,Laboratory Technician,2,Divorced," $4,876 ",5,No,3,3
1601,35,No,Travel_Rarely,Research & Development,7,Intermediate,Life Sciences,3,Male,Medium,Laboratory Technician,4,Married," $2,690 ",1,No,2,3
1602,46,No,Travel_Rarely,Sales,1,Masters,Life Sciences,4,Male,Very High,Manager,1,Single," $17,567 ",1,No,1,3
1604,28,Yes,Travel_Rarely,Research & Development,24,Graduate,Medical,3,Male,High,Laboratory Technician,2,Married," $2,408 ",1,Yes,3,3
1605,22,No,Non-Travel,Research & Development,26,Intermediate,Medical,2,Female,Medium,Research Scientist,3,Married," $2,814 ",1,Yes,2,3
1606,50,No,Travel_Frequently,Research & Development,20,Doctorate,Medical,2,Male,High,Healthcare Representative,3,Married," $11,245 ",2,Yes,3,3
1607,32,No,Travel_Rarely,Research & Development,5,Masters,Medical,2,Female,Very High,Research Scientist,4,Married," $3,312 ",3,No,3,3
1608,44,No,Travel_Rarely,Research & Development,7,Graduate,Medical,2,Female,High,Research Director,4,Divorced," $19,049 ",0,Yes,2,3
1609,30,No,Travel_Rarely,Research & Development,7,Graduate,Medical,2,Male,Medium,Research Scientist,2,Married," $2,141 ",1,No,2,3
1611,45,No,Travel_Rarely,Research & Development,5,Doctorate,Medical,3,Female,Low,Laboratory Technician,1,Single," $5,769 ",1,Yes,3,3
1612,45,No,Non-Travel,Sales,26,Graduate,Marketing,1,Male,Medium,Sales Executive,1,Married," $4,385 ",1,No,3,3
1613,31,No,Travel_Frequently,Sales,2,Masters,Medical,4,Male,High,Sales Executive,1,Single," $5,332 ",7,No,3,3
1614,36,No,Travel_Rarely,Research & Development,12,Masters,Life Sciences,3,Female,High,Manufacturing Director,3,Married," $4,663 ",9,Yes,3,3
1615,34,No,Travel_Frequently,Research & Development,10,Masters,Life Sciences,3,Male,Very High,Manufacturing Director,4,Divorced," $4,724 ",1,No,3,3
1617,49,No,Travel_Rarely,Research & Development,25,Masters,Life Sciences,3,Female,High,Laboratory Technician,1,Married," $3,211 ",1,No,2,3
1618,39,No,Travel_Rarely,Research & Development,10,Doctorate,Medical,2,Male,High,Manufacturing Director,1,Married," $5,377 ",2,No,3,3
1619,27,No,Travel_Rarely,Research & Development,19,Graduate,Medical,4,Male,Medium,Laboratory Technician,1,Divorced," $4,066 ",1,No,3,3
1621,35,No,Travel_Rarely,Research & Development,18,Doctorate,Life Sciences,2,Male,Very High,Research Scientist,1,Married," $5,208 ",1,No,3,3
1622,28,No,Travel_Rarely,Research & Development,27,Graduate,Medical,2,Female,Low,Manufacturing Director,1,Divorced," $4,877 ",0,No,2,4
1623,21,No,Travel_Rarely,Research & Development,5,SSC,Medical,3,Male,High,Research Scientist,4,Single," $3,117 ",1,No,3,3
1624,18,Yes,Travel_Frequently,Sales,3,Intermediate,Medical,2,Female,High,Sales Representative,4,Single," $1,569 ",1,Yes,4,3
1625,47,No,Travel_Rarely,Human Resources,26,Masters,Life Sciences,4,Female,High,Manager,3,Married," $19,658 ",3,No,3,3
1627,39,No,Travel_Rarely,Research & Development,3,Intermediate,Medical,3,Male,Medium,Laboratory Technician,3,Divorced," $3,069 ",0,No,3,3
1628,40,No,Travel_Rarely,Research & Development,15,Graduate,Life Sciences,1,Female,Medium,Manufacturing Director,3,Married," $10,435 ",1,No,3,3
1630,35,No,Non-Travel,Research & Development,8,Masters,Life Sciences,3,Female,High,Healthcare Representative,3,Married," $4,148 ",1,No,3,3
1631,37,No,Travel_Rarely,Research & Development,19,Graduate,Life Sciences,3,Male,High,Manufacturing Director,3,Married," $5,768 ",3,No,2,3
1633,39,No,Travel_Frequently,Research & Development,4,Graduate,Medical,1,Female,High,Manufacturing Director,3,Single," $5,042 ",0,No,1,3
1635,45,No,Travel_Rarely,Research & Development,2,Intermediate,Medical,4,Female,Medium,Manufacturing Director,4,Divorced," $5,770 ",1,No,3,3
1638,38,No,Travel_Rarely,Research & Development,2,Intermediate,Medical,4,Female,Medium,Manufacturing Director,3,Married," $7,756 ",3,Yes,4,3
1639,35,Yes,Travel_Rarely,Sales,10,Graduate,Medical,4,Male,Medium,Sales Executive,1,Married," $10,306 ",9,No,3,3
1640,37,No,Travel_Rarely,Research & Development,10,Graduate,Medical,2,Female,High,Research Scientist,2,Married," $3,936 ",1,No,1,3
1641,40,No,Travel_Rarely,Research & Development,16,Graduate,Life Sciences,3,Female,High,Manufacturing Director,4,Single," $7,945 ",6,Yes,2,3
1642,44,No,Travel_Frequently,Human Resources,1,Doctorate,Human Resources,1,Male,High,Human Resources,4,Married," $5,743 ",4,Yes,3,3
1644,48,No,Travel_Frequently,Research & Development,4,Doctorate,Medical,3,Male,Medium,Manager,4,Married," $15,202 ",2,No,3,4
1645,35,Yes,Travel_Rarely,Sales,15,Intermediate,Medical,1,Male,Low,Sales Executive,4,Divorced," $5,440 ",6,Yes,2,3
1646,24,No,Travel_Frequently,Research & Development,2,SSC,Technical Degree,1,Female,High,Research Scientist,4,Single," $3,760 ",1,Yes,3,3
1647,27,No,Travel_Rarely,Research & Development,8,Graduate,Medical,2,Female,Very High,Research Scientist,3,Married," $3,517 ",7,No,3,3
1648,27,No,Travel_Frequently,Research & Development,2,Graduate,Medical,4,Male,High,Research Scientist,4,Single," $2,580 ",2,No,2,3
1649,40,Yes,Travel_Rarely,Research & Development,7,Graduate,Life Sciences,1,Male,High,Laboratory Technician,1,Single," $2,166 ",3,Yes,1,3
1650,29,No,Travel_Rarely,Sales,10,Graduate,Medical,3,Male,Medium,Sales Executive,3,Single," $5,869 ",9,No,3,3
1651,36,No,Travel_Rarely,Research & Development,5,Masters,Life Sciences,2,Female,High,Healthcare Representative,1,Married," $8,008 ",4,No,3,3
1653,25,No,Travel_Frequently,Research & Development,2,SSC,Life Sciences,4,Male,Very High,Manufacturing Director,3,Divorced," $5,206 ",1,No,3,3
1654,39,No,Travel_Rarely,Research & Development,12,Graduate,Medical,4,Male,High,Manufacturing Director,2,Married," $5,295 ",4,No,3,4
1655,49,No,Travel_Rarely,Research & Development,22,Masters,Medical,1,Female,High,Research Director,2,Married," $16,413 ",3,No,3,3
1656,50,No,Travel_Rarely,Research & Development,17,Doctorate,Life Sciences,4,Female,Medium,Research Director,1,Divorced," $13,269 ",5,No,3,3
1657,20,No,Travel_Rarely,Sales,2,Graduate,Medical,3,Female,High,Sales Representative,3,Single," $2,783 ",1,No,3,3
1658,34,No,Travel_Rarely,Research & Development,3,Graduate,Life Sciences,4,Female,High,Research Scientist,2,Divorced," $5,433 ",1,No,3,3
1659,36,No,Travel_Rarely,Research & Development,7,Graduate,Life Sciences,1,Male,High,Laboratory Technician,2,Single," $2,013 ",2,No,3,3
1661,49,No,Travel_Rarely,Research & Development,6,SSC,Life Sciences,3,Female,Medium,Healthcare Representative,3,Married," $13,966 ",2,Yes,3,3
1662,36,No,Non-Travel,Research & Development,1,Masters,Medical,4,Female,Medium,Manufacturing Director,3,Married," $4,374 ",0,No,3,3
1664,36,No,Travel_Rarely,Research & Development,3,Intermediate,Life Sciences,4,Male,Very High,Healthcare Representative,1,Divorced," $6,842 ",6,No,3,4
1665,54,No,Travel_Rarely,Research & Development,22,Doctorate,Medical,2,Female,High,Manager,3,Married," $17,426 ",3,No,3,4
1666,43,No,Travel_Rarely,Research & Development,15,Intermediate,Life Sciences,3,Male,Medium,Research Director,3,Married," $17,603 ",1,No,3,4
1667,35,Yes,Travel_Frequently,Sales,12,Masters,Medical,4,Male,High,Sales Executive,4,Single," $4,581 ",3,Yes,4,4
1668,38,No,Travel_Frequently,Research & Development,1,Graduate,Life Sciences,4,Male,High,Research Scientist,4,Married," $4,735 ",7,No,4,3
1669,29,No,Travel_Rarely,Sales,5,Graduate,Medical,1,Male,Medium,Sales Executive,2,Divorced," $4,187 ",1,Yes,2,3
1670,33,No,Travel_Rarely,Sales,2,Masters,Medical,4,Male,High,Sales Executive,4,Divorced," $5,505 ",1,No,3,3
1671,32,No,Travel_Rarely,Research & Development,2,Graduate,Medical,4,Male,High,Research Scientist,2,Divorced," $5,470 ",0,No,2,3
1673,31,No,Travel_Rarely,Sales,5,Masters,Life Sciences,1,Female,High,Sales Executive,4,Married," $5,476 ",1,No,3,3
1674,49,No,Travel_Rarely,Research & Development,16,Graduate,Medical,4,Female,High,Laboratory Technician,1,Divorced," $2,587 ",4,Yes,2,3
1675,38,No,Travel_Frequently,Research & Development,2,Graduate,Medical,4,Female,Medium,Laboratory Technician,2,Single," $2,440 ",1,No,3,4
1676,47,No,Travel_Rarely,Sales,2,Masters,Life Sciences,2,Female,Very High,Manager,2,Divorced," $15,972 ",6,No,3,3
1677,49,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,3,Male,High,Manager,3,Single," $15,379 ",4,No,3,3
1678,41,No,Travel_Rarely,Sales,23,Intermediate,Life Sciences,4,Male,High,Sales Executive,3,Single," $7,082 ",3,Yes,3,3
1680,20,No,Travel_Rarely,Sales,9,SSC,Life Sciences,4,Male,High,Sales Representative,1,Single," $2,728 ",1,No,3,3
1681,33,No,Non-Travel,Sales,16,Graduate,Life Sciences,3,Female,High,Sales Executive,4,Divorced," $5,368 ",1,Yes,3,4
1682,36,No,Travel_Rarely,Research & Development,26,Masters,Life Sciences,1,Male,High,Healthcare Representative,3,Married," $5,347 ",6,No,2,3
1683,44,No,Travel_Rarely,Human Resources,1,Graduate,Life Sciences,3,Female,High,Human Resources,4,Divorced," $3,195 ",4,Yes,3,3
1684,23,Yes,Travel_Rarely,Research & Development,8,SSC,Medical,4,Male,Medium,Laboratory Technician,3,Single," $3,989 ",1,Yes,3,3
1687,38,No,Travel_Rarely,Research & Development,4,Intermediate,Medical,4,Female,High,Laboratory Technician,3,Married," $3,306 ",7,No,2,3
1689,53,No,Travel_Rarely,Research & Development,24,Masters,Medical,2,Male,Very High,Healthcare Representative,4,Married," $7,005 ",3,No,3,3
1691,48,Yes,Travel_Frequently,Sales,7,Intermediate,Medical,4,Female,High,Sales Representative,3,Married," $2,655 ",2,Yes,3,3
1692,32,Yes,Travel_Rarely,Research & Development,2,Masters,Life Sciences,4,Male,High,Laboratory Technician,2,Single," $1,393 ",1,No,3,3
1693,26,No,Non-Travel,Research & Development,7,Graduate,Medical,4,Male,High,Laboratory Technician,4,Single," $2,570 ",1,No,3,4
1694,55,No,Travel_Rarely,Research & Development,22,Graduate,Technical Degree,1,Male,Medium,Research Scientist,2,Divorced," $3,537 ",5,No,3,3
1696,34,No,Travel_Rarely,Research & Development,5,Intermediate,Medical,2,Male,Medium,Laboratory Technician,4,Married," $3,986 ",1,No,4,3
1697,60,No,Travel_Rarely,Research & Development,1,Masters,Medical,3,Male,Low,Healthcare Representative,4,Divorced," $10,883 ",3,No,4,4
1698,33,No,Travel_Rarely,Research & Development,21,Graduate,Medical,2,Male,Very High,Laboratory Technician,2,Married," $2,028 ",1,No,3,3
1700,37,No,Travel_Frequently,Sales,1,Masters,Medical,3,Male,Low,Sales Executive,4,Divorced," $9,525 ",1,No,2,3
1701,34,No,Travel_Rarely,Research & Development,19,Graduate,Life Sciences,2,Female,Medium,Research Scientist,4,Married," $2,929 ",1,No,3,3
1702,23,Yes,Travel_Rarely,Sales,7,Graduate,Life Sciences,3,Male,High,Sales Representative,4,Divorced," $2,275 ",1,Yes,3,4
1703,44,No,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,3,Female,Very High,Healthcare Representative,4,Married," $7,879 ",1,Yes,3,3
1704,35,No,Travel_Frequently,Research & Development,2,Masters,Medical,1,Male,Medium,Research Scientist,4,Single," $4,930 ",0,Yes,4,3
1706,43,No,Travel_Rarely,Sales,2,Graduate,Medical,4,Male,High,Sales Executive,4,Married," $7,847 ",1,Yes,3,3
1707,24,No,Travel_Rarely,Research & Development,9,Graduate,Medical,3,Male,Very High,Research Scientist,3,Married," $4,401 ",1,No,3,3
1708,41,No,Travel_Rarely,Sales,6,Graduate,Marketing,4,Male,High,Sales Executive,3,Single," $9,241 ",1,No,3,3
1709,29,No,Travel_Rarely,Research & Development,9,Masters,Medical,4,Female,High,Laboratory Technician,3,Married," $2,974 ",9,No,3,3
1710,36,No,Travel_Rarely,Sales,2,Masters,Life Sciences,3,Female,High,Sales Representative,4,Single," $4,502 ",3,No,2,3
1712,45,No,Non-Travel,Research & Development,1,SSC,Life Sciences,3,Male,Medium,Healthcare Representative,3,Married," $10,748 ",3,No,2,4
1714,24,Yes,Travel_Rarely,Human Resources,22,SSC,Human Resources,4,Male,Low,Human Resources,3,Married," $1,555 ",1,No,3,3
1716,47,Yes,Travel_Frequently,Sales,9,Graduate,Life Sciences,3,Male,Low,Sales Executive,3,Married," $12,936 ",7,No,1,3
1718,26,No,Travel_Rarely,Research & Development,17,Masters,Medical,4,Male,Low,Laboratory Technician,3,Married," $2,305 ",1,No,4,3
1719,45,No,Travel_Rarely,Research & Development,28,Intermediate,Technical Degree,4,Female,Medium,Research Director,2,Single," $16,704 ",1,No,3,3
1720,32,No,Travel_Frequently,Research & Development,10,Graduate,Life Sciences,1,Male,High,Research Scientist,3,Married," $3,433 ",6,No,2,3
1721,31,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,2,Male,High,Laboratory Technician,3,Married," $3,477 ",1,No,4,3
1722,41,No,Non-Travel,Human Resources,4,Graduate,Human Resources,3,Male,Low,Human Resources,2,Married," $6,430 ",6,No,3,3
1724,40,No,Travel_Rarely,Research & Development,8,Intermediate,Life Sciences,2,Female,High,Manufacturing Director,1,Married," $6,516 ",2,Yes,3,3
1725,24,No,Travel_Rarely,Research & Development,29,SSC,Medical,2,Male,High,Laboratory Technician,1,Divorced," $3,907 ",1,No,4,3
1727,46,No,Travel_Rarely,Research & Development,13,Masters,Life Sciences,3,Male,High,Healthcare Representative,2,Single," $5,562 ",6,No,3,3
1728,35,No,Travel_Rarely,Research & Development,27,Masters,Life Sciences,4,Male,High,Manufacturing Director,3,Married," $6,883 ",2,No,3,3
1729,30,No,Travel_Rarely,Research & Development,16,SSC,Life Sciences,2,Male,High,Research Scientist,4,Married," $2,862 ",1,No,2,3
1731,47,No,Non-Travel,Sales,2,Masters,Marketing,3,Male,High,Sales Executive,2,Married," $4,978 ",7,No,1,3
1732,46,No,Travel_Rarely,Sales,2,Graduate,Life Sciences,3,Male,High,Sales Executive,4,Divorced," $10,368 ",4,Yes,2,3
1733,36,Yes,Travel_Rarely,Sales,13,Doctorate,Marketing,2,Male,Medium,Sales Executive,1,Divorced," $6,134 ",5,Yes,3,3
1734,32,Yes,Travel_Rarely,Sales,1,Intermediate,Life Sciences,1,Male,Low,Sales Executive,2,Single," $6,735 ",6,No,3,3
1735,23,No,Travel_Rarely,Research & Development,4,SSC,Medical,3,Female,High,Laboratory Technician,2,Single," $3,295 ",1,No,1,3
1736,31,No,Travel_Frequently,Research & Development,24,SSC,Technical Degree,4,Female,High,Manufacturing Director,4,Single," $5,238 ",2,No,2,4
1737,39,No,Non-Travel,Research & Development,1,Graduate,Life Sciences,4,Male,High,Laboratory Technician,4,Married," $6,472 ",1,Yes,3,3
1739,32,No,Travel_Rarely,Sales,19,Graduate,Life Sciences,4,Male,Low,Sales Executive,3,Married," $9,610 ",3,No,1,3
1740,40,No,Travel_Rarely,Sales,7,Masters,Medical,2,Male,High,Manager,2,Single," $19,833 ",1,No,2,3
1744,45,No,Travel_Rarely,Human Resources,4,Graduate,Life Sciences,3,Female,Low,Human Resources,3,Married," $9,756 ",4,No,4,4
1745,30,No,Travel_Frequently,Research & Development,2,Masters,Technical Degree,4,Female,Medium,Research Scientist,1,Single," $4,968 ",0,No,3,3
1746,24,No,Travel_Frequently,Human Resources,10,Graduate,Medical,1,Male,High,Human Resources,4,Married," $2,145 ",0,No,3,3
1747,30,Yes,Travel_Frequently,Human Resources,8,Graduate,Human Resources,3,Female,Medium,Human Resources,4,Divorced," $2,180 ",6,No,2,3
1749,31,No,Travel_Rarely,Sales,5,Graduate,Technical Degree,1,Male,High,Sales Executive,3,Married," $8,346 ",1,No,3,3
1751,27,No,Travel_Rarely,Research & Development,8,Graduate,Medical,3,Female,High,Research Scientist,4,Single," $3,445 ",1,No,2,3
1752,29,Yes,Travel_Rarely,Sales,9,Graduate,Marketing,2,Female,Low,Sales Representative,2,Single," $2,760 ",1,No,3,3
1753,29,No,Travel_Frequently,Research & Development,1,Graduate,Life Sciences,4,Male,Very High,Healthcare Representative,3,Single," $6,294 ",8,Yes,4,3
1754,30,No,Travel_Rarely,Sales,15,Intermediate,Marketing,3,Male,Medium,Sales Executive,1,Divorced," $7,140 ",2,No,3,3
1755,34,No,Travel_Rarely,Research & Development,2,Masters,Medical,4,Male,Very High,Research Scientist,4,Married," $2,932 ",0,Yes,3,3
1756,33,No,Non-Travel,Sales,2,Graduate,Marketing,4,Female,High,Sales Executive,2,Single," $5,147 ",8,No,2,3
1757,49,No,Travel_Rarely,Sales,11,Masters,Marketing,4,Female,High,Sales Executive,4,Single," $4,507 ",3,No,4,3
1758,33,Yes,Travel_Rarely,Sales,16,Graduate,Life Sciences,1,Female,High,Sales Executive,1,Single," $8,564 ",2,Yes,2,4
1760,38,No,Travel_Frequently,Research & Development,2,Intermediate,Medical,3,Female,Medium,Laboratory Technician,2,Married," $2,468 ",4,No,2,3
1761,31,Yes,Travel_Rarely,Sales,16,Masters,Marketing,1,Male,High,Sales Executive,3,Married," $8,161 ",2,No,3,3
1762,29,No,Travel_Rarely,Research & Development,4,Graduate,Technical Degree,4,Female,Medium,Research Scientist,1,Divorced," $2,109 ",1,No,3,3
1763,30,No,Travel_Rarely,Research & Development,16,Graduate,Life Sciences,3,Male,Very High,Healthcare Representative,3,Married," $5,294 ",3,No,3,3
1764,32,No,Non-Travel,Research & Development,5,Masters,Technical Degree,2,Male,High,Research Scientist,2,Single," $2,718 ",2,No,3,3
1766,38,No,Travel_Rarely,Research & Development,18,Graduate,Medical,2,Male,Low,Healthcare Representative,4,Married," $5,811 ",3,Yes,3,3
1767,43,Yes,Travel_Frequently,Research & Development,17,Graduate,Technical Degree,3,Male,Medium,Research Scientist,3,Married," $2,437 ",9,Yes,3,3
1768,42,No,Travel_Rarely,Research & Development,12,Graduate,Medical,2,Male,High,Laboratory Technician,2,Divorced," $2,766 ",8,No,2,4
1770,55,No,Travel_Rarely,Research & Development,2,Graduate,Medical,3,Male,Medium,Research Director,1,Married," $19,038 ",8,No,3,3
1771,33,No,Non-Travel,Research & Development,4,Graduate,Technical Degree,4,Male,High,Research Scientist,2,Divorced," $3,055 ",5,No,2,3
1772,41,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,3,Male,High,Laboratory Technician,1,Divorced," $2,289 ",1,No,3,4
1774,34,No,Non-Travel,Sales,10,Graduate,Life Sciences,4,Male,High,Sales Executive,3,Divorced," $4,001 ",1,Yes,3,3
1775,53,No,Non-Travel,Research & Development,1,Masters,Medical,1,Female,Medium,Manufacturing Director,3,Married," $12,965 ",4,Yes,2,4
1778,43,No,Travel_Rarely,Human Resources,2,Graduate,Life Sciences,2,Male,High,Human Resources,4,Single," $3,539 ",0,No,3,3
1779,34,No,Travel_Rarely,Sales,3,Intermediate,Life Sciences,4,Female,Low,Sales Executive,4,Single," $6,029 ",5,No,3,3
1780,21,Yes,Travel_Rarely,Sales,7,SSC,Marketing,2,Male,High,Sales Representative,2,Single," $2,679 ",1,No,3,3
1782,38,No,Travel_Rarely,Research & Development,6,Intermediate,Medical,4,Female,Medium,Laboratory Technician,3,Married," $3,702 ",1,No,3,3
1783,22,Yes,Travel_Rarely,Research & Development,8,SSC,Medical,3,Female,High,Laboratory Technician,1,Married," $2,398 ",1,Yes,3,3
1784,31,No,Travel_Rarely,Sales,29,Masters,Marketing,1,Female,Medium,Sales Executive,4,Married," $5,468 ",1,No,3,3
1786,51,No,Travel_Rarely,Research & Development,3,Graduate,Technical Degree,1,Female,High,Manager,3,Married," $13,116 ",2,No,3,3
1787,37,No,Travel_Rarely,Sales,9,Intermediate,Marketing,2,Male,Medium,Sales Executive,2,Married," $4,189 ",1,No,3,3
1789,46,No,Travel_Rarely,Research & Development,2,Masters,Medical,3,Male,High,Research Director,4,Divorced," $19,328 ",7,Yes,3,3
1790,36,No,Travel_Rarely,Research & Development,10,Graduate,Life Sciences,4,Male,High,Healthcare Representative,1,Married," $8,321 ",7,Yes,3,3
1792,44,Yes,Travel_Frequently,Research & Development,1,Intermediate,Medical,3,Male,High,Research Scientist,2,Divorced," $2,342 ",1,Yes,2,3
1794,37,No,Travel_Rarely,Human Resources,8,Intermediate,Medical,3,Male,High,Human Resources,2,Divorced," $4,071 ",2,No,2,3
1797,35,Yes,Travel_Rarely,Sales,27,Graduate,Life Sciences,3,Male,High,Sales Executive,4,Single," $5,813 ",1,Yes,3,3
1798,33,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,4,Male,Very High,Research Scientist,1,Married," $3,143 ",6,No,3,3
1799,28,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,3,Male,High,Research Scientist,4,Married," $2,044 ",1,No,4,3
1800,39,No,Travel_Rarely,Research & Development,10,SSC,Medical,3,Male,High,Research Director,3,Single," $13,464 ",7,No,3,4
1801,46,No,Non-Travel,Sales,26,Intermediate,Life Sciences,2,Male,Medium,Sales Executive,2,Single," $7,991 ",8,No,3,3
1802,40,No,Travel_Rarely,Research & Development,2,Intermediate,Life Sciences,3,Female,High,Laboratory Technician,1,Married," $3,377 ",4,No,2,3
1803,42,No,Travel_Rarely,Research & Development,13,Graduate,Medical,2,Male,Very High,Healthcare Representative,1,Married," $5,538 ",5,No,2,3
1804,35,No,Non-Travel,Research & Development,2,Intermediate,Medical,2,Male,High,Manufacturing Director,4,Divorced," $5,762 ",2,No,3,3
1805,38,No,Non-Travel,Human Resources,2,Graduate,Human Resources,1,Male,High,Human Resources,2,Divorced," $2,592 ",5,No,3,3
1807,34,Yes,Travel_Frequently,Research & Development,9,Masters,Life Sciences,4,Male,High,Laboratory Technician,1,Married," $5,346 ",4,No,2,3
1809,37,Yes,Travel_Rarely,Research & Development,10,Masters,Medical,4,Male,High,Manufacturing Director,1,Single," $4,213 ",1,No,1,3
1812,39,No,Travel_Frequently,Sales,20,Graduate,Life Sciences,3,Male,High,Sales Executive,4,Divorced," $4,127 ",2,No,3,3
1813,43,No,Non-Travel,Research & Development,9,Graduate,Life Sciences,1,Male,High,Research Scientist,3,Single," $2,438 ",4,No,2,3
1814,41,No,Travel_Rarely,Research & Development,5,Graduate,Life Sciences,2,Male,Very High,Healthcare Representative,2,Single," $6,870 ",3,No,1,3
1815,41,No,Travel_Rarely,Sales,4,SSC,Marketing,3,Female,High,Sales Executive,3,Divorced," $10,447 ",0,Yes,4,3
1816,30,No,Travel_Rarely,Research & Development,10,Graduate,Medical,1,Female,High,Manufacturing Director,3,Single," $9,667 ",9,No,3,3
1818,26,Yes,Travel_Rarely,Human Resources,20,Intermediate,Medical,4,Female,High,Human Resources,2,Married," $2,148 ",0,Yes,3,3
1821,46,Yes,Travel_Rarely,Research & Development,21,Intermediate,Medical,4,Female,High,Healthcare Representative,2,Married," $8,926 ",4,No,4,4
1822,40,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,3,Female,High,Healthcare Representative,4,Divorced," $6,513 ",4,No,3,3
1823,34,No,Travel_Rarely,Sales,8,Intermediate,Technical Degree,2,Male,Very High,Sales Executive,3,Married," $6,799 ",1,No,3,4
1824,58,No,Non-Travel,Sales,2,Graduate,Medical,2,Male,High,Manager,2,Divorced," $16,291 ",4,No,2,4
1826,35,No,Travel_Rarely,Research & Development,23,Masters,Medical,2,Male,Low,Laboratory Technician,3,Married," $2,705 ",0,No,4,3
1827,47,No,Travel_Rarely,Research & Development,4,Graduate,Life Sciences,3,Female,Medium,Manufacturing Director,2,Divorced," $10,333 ",8,Yes,3,3
